,listing_id,id,date,reviewer_id,reviewer_name,comments,sentence,sentiment
13309,1112092,6655276,2013-08-20,6514968,Silvia,"What a great cottage:))! This has been our first experience with Airbnb and we are truly enthusiastic about it. Everything had been work out perfectly. The house is even  nicer and bigger then it looks like at the pictures.
 The kitchen is great equipped, you definetely will find everything to cook your own dinner. The cottage was equipped with fresh soap, shampoo, conditioner, towels, hairdryer and even all the basic spices and some tea.
Annie always answer the emails right away and she really tries to make your stay as comfortable as possible. She even  asked us ahead of time if she should buy some groceries for our fridge for our arrival. 
The surrounding of upper Queen Anne is absolutely georgous. It is nice to walk around and you will have some great views of the bay up there. The busline for downtown is leaving just in front of Annies house and you may choose between two lines. If you got a car you can park safely direct in front of the cottage. 
In the cottage you will find a lot of information about Seattle (as well as the schedule of the buslines and ferries) and of course of the nice surrounding like Mt. Rainier and so on. If you got further questions about some trips Annie will gladly help you. 
Annie does have one dog and two cats but they are not allowed to come into the cottage, in case you are allergic. 
On the other hand Annie and her family always respect your privacy and do not come into your cottage unless you like it.
We have had a wonderful time in this cottage and like to say thank you again to Annie and Peter for bereinig such great hosts. We hope we can arrange to come back again.",She even  asked us ahead of time if she should buy some groceries for our fridge for our arrival,1
62892,3883137,57910607,2015-12-30,46187133,Anthea,"My family was very comfortable in this SPACIOUS ground level apartment. We had three adults and 3 kids the first night and 2 adults and 4 kids the next and everyone had plenty of room to spread out. The girls absolutely loved the soaking tub, the king bed was more comfy than my bed at home, and everything was spotlessly clean.",The girls absolutely loved the soaking tub the king bed was more comfy than my bed at home and everything was spotlessly clean,1
81172,2994309,44293598,2015-08-25,2324202,Ralph,"A very wonderful and welcoming experience, just great, from initial inquiry to departure.  Listing was accurate; apartment is lovely, elegant, large, roomy and comfortable. Thank you Stephanie and Darren!",Thank you Stephanie and Darren,1
84063,442487,23728430,2014-12-08,6917723,Holly,"I rented this space for my folks when they came to visit and it was perfect. Margot was incredibly welcoming, helpful and available to answer questions. My folks got around easily, both on foot and taking the bus. The place is clean, cute and comfortable.",The place is clean cute and comfortable,1
84707,119103,47392972,2015-09-18,1526430,Chris,"Hal was great.  Met me late at night, gave me great rundown of neighborhood, which is awesome.  Very friendly and accommodating.  Left me all kinds of food treats.",Met me late at night gave me great rundown of neighborhood which is awesome,1
76009,6761267,37401216,2015-07-06,2929116,Vanessa,"The space is indeed newly refurbished and comfortably furnished, but it's quite cozy. the bed is one of the better airbnbs I've experienced. Our hosts were very kind and accommodating. ",Our hosts were very kind and accommodating,1
55919,3208330,48424530,2015-09-26,11132047,Brad,"I booked Tiberio's place for my employee Bryan, who had this to say, 
""I had a great time staying at Tiberio's house. It was walking distance for everything I needed during my stay. The freshly picked pears were an added bonus.""

Bryan did note that this is definitely a ""unique"" spot (and host), both with a lot of personality. He enjoyed the flavor, but it may not be for those seeking a less colorful, more ""generic"" experience.",The freshly picked pears were an added bonus,1
63911,2249292,16677147,2014-07-31,2622104,Gary,"Arranging access to the room was very convenient.  The space--actually a suite with a living area and a bathroom in addition to the bedroom-- is brand new, beautifully finished with tasteful high-end carpet, tile, linens, etc.  It's very private and comfortable.  Two very nice cats too, but they are easily avoided if you want.  Nice neighborhood.",Its very private and comfortable,1
41610,2197168,53523180,2015-11-09,41390639,Melody,"I stayed here for two weeks and I truly enjoyed it. The house is charming, and I felt right at home. The kitchen is very well equipped and even has a dishwasher and gas stove. The WiFi, cable TV, heat, and plumbing all worked well. There are lots of little unexpected touches in the house that made it so comfortable--black-out blinds, pillowtop mattress, dimmer switches, makeup mirror--I could go on and on. The neighborhood is convenient, friendly, and quiet. Tammi was very responsive to any questions I had. She even dropped off a huge bag of Halloween candy for me after I asked if I should get some to hand out! All the trick or treaters who came by were great fun.",Tammi was very responsive to any questions I had,1
56595,2110357,20907672,2014-10-07,14605578,Carol,"Tayyub was waiting for us as he said he would and made our arrival seamless and timely. Explained everything and discussed our agendas so that we would all be aware of our individual plans so that arrangements could be made as far as our departure was concerned. Now to the views: Absolutely STUNNING!!!!!.  His was the Pugent Sound, ours the Space Needle from our room. We didn't want to close our eyes at night we felt so fortunate to have this opportunity. And during both day and night, the views from the patio we exquisite. We are so glad he has chosen to share this wonderful space. Also, the room was very clean, with private bath and lock on door which was a perfect fit for us.  Most everything was within walking distance, although it is a little hilly so after walking several hours we opted for a cab back at a reasonable price. We have already told our friends who want to go there in the spring to definitely try this arrangement out. Thanks again for superb hospitality.",And during both day and night the views from the patio we exquisite,1
